
""
"Kontostand vom 05.02.2024:";"10000 EUR"
""
"Buchungsdatum";"Wertstellung";"Status";"Zahlungspflichtige*r";"Zahlungsempfänger*in";"Verwendungszweck";"Umsatztyp";"IBAN";"Betrag (€)";"Gläubiger-ID";"Mandatsreferenz";"Kundenreferenz"
1975-05-22;2020-11-07;Erfolgreich;Claas Bolnbach;Bela Wagenknecht;Minus quasi impedit labore neque vel.;Überweisung;DE06074642659806633213;855,42;535602814242994233;179520721142463731;161574510156980680
1995-03-22;2021-11-16;Abgelehnt;Frau Theodora Mielcarek B.Eng.;Horst Krein;Officiis veritatis sequi quam vel fugiat.;Lastschrift;DE76817016411449065016;391,26;960996667514931345;239498228477912326;166133819379651341
2010-02-28;2021-04-10;Abgelehnt;Evangelia Hein B.Sc.;Berthold Löchel;Provident nemo quis id voluptatum.;Lastschrift;DE31116166832737545894;752,9;051193050024715365;435266936555064007;034193564792277862
1972-10-05;2008-05-16;Abgelehnt;Kornelius Adolph B.A.;Theresia Niemeier;Provident non dolore officia exercitationem molestiae.;Überweisung;DE62744371642054251979;-616,95;951602918860475877;580222885800691540;639308886807382305
1987-09-13;1987-11-11;Abgelehnt;Dursun Steinberg-Schomber;Sibille Eigenwillig-Hein;Ullam ipsa corrupti mollitia necessitatibus ipsam.;Lastschrift;DE08348171497988769927;231,14;267520996924775493;855355627486113066;543496016103805011
1995-02-15;1984-05-04;Erfolgreich;Aleksander Bruder;Mirja Beier;Rem id dignissimos minima.;Lastschrift;DE28460426991895462982;-181,92;506584959744639927;406281622488551496;629120639697620392
2000-08-23;2014-10-09;Erfolgreich;Prof. Christoph Schmidtke MBA.;Univ.Prof. Raik Wesack B.A.;Ipsum aliquid aperiam eligendi tempora nam.;Lastschrift;DE70862970179627574679;-907,64;868371842070777086;379761949707764082;276597439513166924
1985-09-02;2000-02-25;Abgelehnt;Renato Schäfer B.Sc.;Franca Pechel;Deserunt ducimus sequi nulla laborum eaque.;Lastschrift;DE92506985497424487707;316,77;894798647537769548;616218151016163670;151558538776873495
1979-03-24;2017-11-12;Erfolgreich;Gusti Nohlmans;Bastian Faust;Quasi quae in quasi.;Lastschrift;DE52169835152659103645;-187,3;177034821661892945;058774308485417954;032373105093116010
1991-11-13;2020-09-17;Abgelehnt;Dr. Asta Roskoth B.Eng.;Cäcilia Tschentscher;Ullam exercitationem odio cum.;Überweisung;DE15263231779243884749;563,42;339827896997395407;508010566957860697;006204432525532195
2019-01-22;1995-02-27;Abgelehnt;Calogero Stumpf-Pergande;Lilo Steckel B.Sc.;Repellat ex enim ab.;Lastschrift;DE10089397775640451351;-176,81;367476709845222673;915207688826886279;670024007951023799
1997-10-14;2010-12-22;Erfolgreich;Univ.Prof. Heinz-Werner Krein MBA.;Wenzel Ruppersberger B.A.;Eaque soluta molestias possimus sapiente nulla.;Lastschrift;DE04143533719247375786;-191,15;036256857915818835;141167094894611755;818491921179136264
1982-03-22;2007-07-30;Erfolgreich;Ing. Augusta Stolze;Judith Hauffer MBA.;Voluptatum neque incidunt libero.;Lastschrift;DE06845354946520685960;-433,78;182904438535756063;644295213171675643;734235897134502511
2014-12-10;1975-07-16;Abgelehnt;Abraham Kohl-Heintze;Theodoros Faust;Quibusdam veritatis incidunt optio illum dolorem.;Überweisung;DE88411515151338925206;-898,67;666244698101080464;291216151357359804;961871551589789266
2005-07-09;1975-12-01;Abgelehnt;Pirmin Geisler;Anika Ullmann;Rem et incidunt.;Überweisung;DE64783164585539333383;-342,11;586775404603072153;067828040608566185;699696037837864693
2012-11-10;1997-01-14;Erfolgreich;Chantal Heinz;Leopoldine Wernecke;Beatae error nobis.;Überweisung;DE84121925578645425832;260,39;999367973803678963;815620993998315119;229559342630960816
1998-11-19;2000-06-11;Erfolgreich;Laila Segebahn;Karl-Ludwig Girschner;Doloremque natus esse expedita blanditiis recusandae architecto.;Überweisung;DE07253603806706942758;45,81;667014925149629686;882176744815208345;490919081588623984
1986-01-23;1973-09-11;Abgelehnt;Heide Heintze;Marijan Gutknecht B.Eng.;Harum tempora neque harum dolores.;Lastschrift;DE11467635045210540333;-222,45;913981478833936647;510380192823757167;330232785423767009
2011-11-08;1996-11-09;Erfolgreich;Jeanette Dietz;Jacqueline Schüler;Accusamus quia ipsam veritatis perspiciatis.;Überweisung;DE11722819366779347202;521,02;902677032452017099;586501939959978732;177838169165178523
1977-09-25;1995-01-29;Erfolgreich;Benita Naser;Dipl.-Ing. Ludmilla Adler B.A.;Quibusdam numquam iste placeat quo.;Lastschrift;DE62534017221859361918;657,71;182062759494091561;968455654519962321;541395338808491049
2007-08-26;1980-12-23;Abgelehnt;Prof. Raphaela Hering;Prof. Folkert Nette;Ad similique officiis consequuntur corporis perspiciatis.;Lastschrift;DE67613387944862180377;-194,64;291598009750649799;000973949417604518;580699537925957795
1983-11-07;1995-10-25;Erfolgreich;Nick Röhricht-Neureuther;Fridolin Mies;At harum rem ipsam assumenda consectetur.;Lastschrift;DE42663634755573295692;-532,69;958208044423583332;990719927135917457;732788644965745992
2022-03-25;2016-01-05;Erfolgreich;Dr. Dariusz Stadelmann MBA.;Prof. Pascal Langern B.Sc.;Ipsum sapiente accusantium.;Lastschrift;DE92358118967212199407;-828,75;768095019873433287;385663780430458936;226525392102412950
2009-08-29;1992-11-05;Erfolgreich;Oliver Gieß;Univ.Prof. Horst-Günter Bärer MBA.;Reiciendis unde consequuntur minus assumenda doloremque eum.;Lastschrift;DE53089160032962752244;-360,78;780811413072200951;808979447102521522;988587610225816681
2000-10-20;2015-03-29;Abgelehnt;Marcel Eberth;Karl-Otto Hermighausen-Barkholz;Recusandae hic ut veritatis quidem minima possimus excepturi.;Überweisung;DE32281269639090574986;-668,15;590510375602165052;679905819164348218;661827094489872720
1976-10-15;1970-10-29;Abgelehnt;Ing. Annegrete auch Schlauchin;Frau Cecilia Weinhold B.A.;Illo assumenda eos ut nulla.;Lastschrift;DE05058186480880298835;773,77;643299946347677459;596829263476483020;084586535284799702
2005-05-16;2014-12-04;Abgelehnt;Annelies Trommler;Klaus Dieter Cichorius;Fuga molestias vel nostrum tempore delectus.;Lastschrift;DE94517874917311308255;41,42;575349169263323341;675877866428166121;826747048033196976
2006-03-30;1986-05-07;Erfolgreich;Kerstin Bruder MBA.;Violetta Häring;Ullam officiis ducimus aliquid repellendus iusto ipsa.;Überweisung;DE80080896188611926146;332,74;254158846600980232;360727861790890000;933027889797796142
1981-09-22;1971-04-01;Erfolgreich;Vinzenz Schweitzer;Heinz-Gerd Mitschke B.A.;Harum iure asperiores fugiat molestiae.;Lastschrift;DE03835329090900295181;-953,93;744527694327641924;786696134896067835;153038373022038543
1988-12-21;1994-01-04;Erfolgreich;Ryszard Henk;Frau Patricia Zimmer B.Eng.;Sed voluptatem quo omnis.;Überweisung;DE84678453648974507291;-67,94;786922059211713175;707372555944640261;529300582001224877
1976-01-14;1986-01-28;Erfolgreich;Cengiz Lindner;Frithjof Finke-Lübs;Dolor quasi praesentium.;Überweisung;DE94924145025387002556;653,46;852491908301799557;970194004979407976;336658328444984360
2004-09-08;1983-06-09;Abgelehnt;Oscar Adolph;Hubertine Weller;Sed hic amet modi tempore dolor quas.;Lastschrift;DE61190495401600736957;-939,81;507436243950459339;220671022178386275;656061075528073676
1995-01-14;2003-05-28;Erfolgreich;Antonie Holsten;Marieluise Bärer B.Eng.;Labore odit repellendus laudantium ad.;Lastschrift;DE49568744590684741117;47,01;389546703943972874;462393442706669066;354654986133311865
1975-02-14;1979-04-11;Abgelehnt;Jeanette Weiß;Adolf Striebitz;Unde eos quasi tempore sed culpa minus.;Überweisung;DE06752981235654691282;-615,21;567825610788674245;529703883236718648;935696576581961522
1983-04-23;1994-08-21;Erfolgreich;Arnold Liebelt B.A.;Dipl.-Ing. Sybilla Zahn B.A.;Nostrum expedita vero mollitia dignissimos tenetur.;Überweisung;DE54801082041808732109;248,02;657878494324834913;254592887638369852;426669893677098525
1980-05-03;1990-02-20;Erfolgreich;Fred Schottin;Hülya Ruppersberger;Expedita vel ab hic amet harum.;Lastschrift;DE65305705932984721306;397,77;348883600468531117;243528811766508866;108785300154196891
1980-06-12;2023-08-15;Abgelehnt;Lilian Börner B.Eng.;Günther Zobel;Rem libero quidem ab modi iusto eos.;Überweisung;DE53067720535266915589;857,01;653664077660063160;392353145843498685;765814912247306044
1997-07-25;1991-06-17;Abgelehnt;Klaus-Günter Fechner B.A.;Marjan Wähner;Dolor inventore at hic tempora iure expedita.;Überweisung;DE80921002770696852524;738,09;469604294936889102;873728319842880620;584438555639835635
1992-01-12;2019-08-19;Erfolgreich;Rocco Gorlitz;Walli Baum;Ea incidunt reprehenderit repellat eveniet numquam.;Lastschrift;DE92547596142100145308;-158,25;973494768953167981;112578445759244748;941594378378589976
2006-08-13;2020-04-23;Abgelehnt;Anatolij Scheel-Klapp;Eugenia Atzler;Ab autem blanditiis ullam nam deserunt dignissimos.;Lastschrift;DE97324583272003085329;-521,26;859066183008486528;120810744349898876;896101622997370542
2021-09-05;2022-12-30;Erfolgreich;Ernest Schinke;Prof. Zdenka Ruppert B.A.;Magni impedit dolorum ipsum accusamus.;Lastschrift;DE79113833845064463681;-439,17;650637614565109270;057844953743088485;132861146462743826
1970-09-26;1987-05-25;Erfolgreich;Hans-Georg Ackermann;Dipl.-Ing. Nikolaj Stroh MBA.;Fuga eum ratione praesentium.;Lastschrift;DE40738053722283943492;640,59;011707739705980763;667617697019068668;721070784942104493
1997-09-07;2021-10-14;Erfolgreich;Herr Gunther Hethur B.A.;Heiko Weinhold;Voluptatem odio eligendi nihil possimus alias.;Überweisung;DE23174992435569926592;55,01;403486564083781893;616689307145764223;261727542754944319
1989-03-12;1985-08-14;Erfolgreich;Natali Dörschner;Prof. Aloys Naser;Minima molestias vitae numquam maxime facilis reprehenderit.;Überweisung;DE16647293891652543271;-645,55;311456239042250659;605846470341244726;050150109241221963
2010-04-16;1981-03-03;Abgelehnt;Tomas Kramer;Frederic Dehmel B.Sc.;Ex deserunt modi praesentium.;Überweisung;DE36553752106979358916;958,95;204869582649048193;405468212063784267;335292794411622478
1970-07-29;2015-10-20;Erfolgreich;Maximilian Eberth;Ansgar Lindau;Laboriosam rem fuga dolore voluptate.;Lastschrift;DE96872678465516671844;18,56;265756562009458308;737659078020950882;488941729160069407
2018-04-29;2009-10-09;Erfolgreich;Ing. Aleksander Ullrich;Bernhard Höfig-Neureuther;Ut reprehenderit fugit inventore quisquam iure quibusdam harum.;Lastschrift;DE02488336561833989227;-958,19;134253883780109448;749239890091951647;454281593811115507
2012-11-28;1976-07-24;Abgelehnt;Walentina Koch;Süleyman Butte;Praesentium quo accusantium veniam.;Überweisung;DE38436671513138323617;-763,39;950837484632262245;699718091893217566;941236523276818399
2016-02-03;2007-09-18;Erfolgreich;Martha Kusch;Ing. Luciano Stroh B.A.;Corrupti aliquid labore incidunt ad ducimus.;Überweisung;DE95407468122124564901;-619,23;621500977904441968;554834354666465560;693095968546800723
1995-09-10;2001-07-10;Erfolgreich;Sibille Köhler;Dipl.-Ing. Cecilia Seip MBA.;Recusandae eligendi quibusdam fugiat sed officia eveniet.;Lastschrift;DE98162405527634739662;-265,97;154975738856985974;043671225817060429;879837381190296470
1975-10-27;2007-12-26;Abgelehnt;Ingetraud Paffrath-Schleich;Ing. Christina Finke;Architecto consequuntur autem dolorem corporis quas alias placeat.;Überweisung;DE16468429438036876096;371,68;354106023150415176;689808630132576624;248239646778197967
1972-02-04;2013-03-30;Erfolgreich;Ing. Nuri Holt;Ingbert Hesse;Tempore aliquid cupiditate voluptatibus quidem ad ea.;Überweisung;DE10841633071206477255;423,3;382958429807907343;158531971190827357;321517965047245768
1997-09-18;2003-01-07;Abgelehnt;Ines Drub;Frau Juliana Schmiedt;Modi maxime molestiae nam unde dolorem dicta.;Lastschrift;DE70291299857781356454;-512,48;340024320011286089;246571668748222661;722453583910174438
1983-05-29;1999-11-23;Abgelehnt;Mikhail Haering B.Eng.;Gina Conradi-Hölzenbecher;Blanditiis magni mollitia labore nulla perferendis.;Lastschrift;DE38733111307295017425;145,25;576905615199552553;233569464915255554;439151265729712939
1971-11-22;1986-06-03;Abgelehnt;Maike Weimer;Hilmar Lachmann;Illo voluptates at nisi magni quidem.;Lastschrift;DE25025616825401713641;709,43;103727604469766736;679193011201704878;028894907146586526
2008-10-18;1986-07-03;Erfolgreich;Carmine Mangold;Maren Henschel B.Eng.;Doloribus laudantium labore veritatis ducimus quos architecto.;Überweisung;DE77465676406775892030;-769,66;771286664662197554;941555137667650909;042807879631581039
2021-10-16;1979-10-07;Erfolgreich;Univ.Prof. Heide-Marie Berger B.Eng.;Alex Hartung-Bloch;Vero omnis voluptas eaque temporibus pariatur facilis tenetur.;Lastschrift;DE19599870365125895124;697,5;476276833457803044;787093287541744781;651783543192059042
2009-11-28;1977-08-07;Erfolgreich;Wolf-Rüdiger Briemer B.Eng.;Ivana Pruschke MBA.;Quidem laborum possimus labore occaecati quas distinctio.;Überweisung;DE81814634781439474841;-889,73;611757229173072849;512794145953075543;480361260116727004
1981-07-29;2017-11-22;Erfolgreich;Recep Schleich B.Eng.;Dipl.-Ing. Britt Heydrich;Voluptatum sit consectetur mollitia in qui dolorum.;Überweisung;DE10155589477806708756;-534,02;516441977512076814;543133026328723473;047044850937661420
2004-06-30;1992-08-10;Abgelehnt;Herr Hansjoachim Noack MBA.;Siegbert Austermühle;Unde quisquam nobis vitae magni.;Überweisung;DE69695251996478359085;394,27;400858261460853699;674772740739957396;950930547753573944
1971-03-12;2005-08-03;Abgelehnt;Apollonia Bachmann;Muzaffer Bolander-Beer;Voluptatum accusantium soluta voluptatum.;Überweisung;DE23422781477499132499;-19,44;473931540903283669;851874636235484415;032953058097474029
1981-05-12;1984-08-30;Abgelehnt;Isidor Seifert B.Sc.;Ing. Micha Rogge;Eligendi quo dicta quo delectus illum.;Lastschrift;DE82688806999788346127;944,25;037620225073575197;616467138089909813;126991621241542094
1975-02-23;1989-09-18;Erfolgreich;Hansjürgen Gierschner;Dunja Kitzmann;Quidem ab sed a doloremque.;Überweisung;DE85888045954316761586;-83,44;197019528908113392;310456173772785790;695292900315662304
1972-10-31;2015-10-07;Abgelehnt;Herr Dogan Heydrich B.A.;Hans-Gerd Hande-Lorch;Quae perferendis molestiae optio amet repellendus consequuntur.;Lastschrift;DE02656762401536292983;287,97;706754995098732820;587553998449350656;665844239952994205
2018-03-10;2019-01-09;Abgelehnt;Nelli Etzold;Necati Möchlichen B.Eng.;Consequuntur blanditiis blanditiis eligendi reiciendis.;Lastschrift;DE61115329007473727918;-915,81;848130396504138760;500767724232949493;045355893616973224
2001-10-23;2019-01-02;Erfolgreich;Helmut Bolnbach;Univ.Prof. Knut Beier;Enim reprehenderit voluptatum et aliquam amet voluptatem.;Überweisung;DE10226194695651320213;-928,81;157415075882949475;283369065872580287;561534886684953222
1989-03-31;1996-11-07;Abgelehnt;Prof. Rigo Hornig B.Sc.;Philippe Wulf-Dippel;Labore maiores nemo nulla assumenda est.;Lastschrift;DE60983096323531344157;30,91;438003924677643094;101283563284363055;154757804787458557
2004-09-13;1989-06-19;Erfolgreich;Emanuel Köhler;Ottokar Bärer;Pariatur placeat perspiciatis velit.;Überweisung;DE10890092249548568391;512,48;191790048822008644;590807882494063451;530167713383251359
2005-02-06;2006-07-01;Erfolgreich;Hanns Barkholz;Christa-Maria Ullrich-Gieß;Nisi autem possimus debitis at nulla cupiditate.;Lastschrift;DE73470476152248170664;-621,61;900986215302137684;977900506164878272;637762117881324373
2002-08-14;1979-12-26;Abgelehnt;Beate Hentschel;Annelene Rörricht;Explicabo repudiandae ipsum.;Überweisung;DE13674168628996833970;-333,18;253443705555315474;251610398771537363;849570714555738616
2021-03-13;1996-04-10;Erfolgreich;Peggy Otto;Dipl.-Ing. Stanislaus Hornig MBA.;Nostrum facere magnam reprehenderit.;Überweisung;DE88880506988527369500;748,58;190608835086937639;808772583616141708;171610069956766011
2004-07-12;1974-11-30;Abgelehnt;Roman Schaaf-Mangold;Giorgio Reichmann-Schlosser;Voluptatum dolor veritatis reiciendis ullam adipisci molestias dolorem.;Lastschrift;DE66202607743965765698;801,27;521451398455277793;695990571323515384;941203135389457252
2008-07-08;2010-04-18;Abgelehnt;Prof. Alexandros Briemer B.A.;Prof. Hansjoachim Matthäi;Numquam qui pariatur.;Überweisung;DE32305904758175363349;295,58;630025191264179754;592557982392797888;882824760597455198
1983-02-20;2018-10-31;Abgelehnt;Traugott Hauffer;Norma Weinhage;Aut perferendis voluptate enim maiores.;Überweisung;DE95032681814525437637;-776,6;840248710066181653;142935294509219634;505664472281110633
1987-10-17;2004-01-23;Erfolgreich;Nikolas Gierschner;Ansgar Jäntsch-Noack;Exercitationem magnam minima deserunt harum recusandae fuga.;Lastschrift;DE36782499829699193986;724,97;199365076725293449;945545509144952916;895491207914198502
1992-06-25;2005-11-18;Abgelehnt;Univ.Prof. Lisette Schomber MBA.;Alicja Kensy B.A.;Unde consequuntur ipsam debitis modi.;Lastschrift;DE76259007115553914475;278,03;116591087291394697;524087680567834851;558204096484683957
2014-06-11;1975-03-10;Erfolgreich;Gunther Hänel;Svetlana Weimer;Hic fuga dolorum commodi odit natus hic.;Überweisung;DE49552087058771887329;805,26;897260444501074854;816900795235649669;103335181575292211
1971-08-01;1987-11-06;Erfolgreich;Frau Priska Jacob;Andrea Haering B.Eng.;Soluta dolores velit consequatur.;Überweisung;DE77188531318129159768;-923,62;050636457195594810;419190233422439140;344676019306403870
1981-09-10;2001-03-08;Erfolgreich;Hermine Ebert;Univ.Prof. Catharina Döring B.Eng.;Commodi veniam eum animi accusamus sunt.;Lastschrift;DE15452357266931449964;281,03;875685386552765254;262444695925701584;837793186160436153
2001-03-26;2017-07-02;Erfolgreich;Ahmad Kruschwitz MBA.;Prof. Ingolf Pohl MBA.;Animi repellat provident aliquam culpa impedit blanditiis.;Lastschrift;DE65174875624286948324;-435,33;636083211257904403;882445052379238909;822920119348829079
2015-05-31;2006-08-05;Erfolgreich;Prof. Alida Rohleder;Mahmoud Johann;Quibusdam dignissimos esse quod recusandae a.;Überweisung;DE74810713572543969904;-390,41;024130210780894131;073264427911342531;893654838595693609
1970-08-10;1991-04-01;Erfolgreich;Selim Hövel;Heidrun Kusch;Eaque praesentium quo amet sed mollitia.;Lastschrift;DE85685352983944639459;-457,99;362233266223403727;498295354013115952;795218254519810432
1994-03-13;2018-11-11;Erfolgreich;Fredo Stahr;Mohamed Schmidtke-Reinhardt;Fuga maiores repellat repellat accusamus possimus.;Überweisung;DE27478720367364455301;-531,47;085123612538424041;217956248205585253;298111349747339626
2016-01-24;2007-03-09;Erfolgreich;Teresa Reuter;Genoveva Beckmann B.Sc.;Officiis eos aperiam voluptatum aut.;Überweisung;DE59870427326260458556;-630,02;431789387226573659;709781910157153547;040735331248217405
1986-11-13;2007-05-29;Erfolgreich;Ing. Eva Kranz;Kunigunda Ebert B.Sc.;Magni minus animi rerum unde distinctio.;Überweisung;DE63655654962775016014;773,79;009768278287322991;369428341380683282;176077158323380400
